epoch,accuracy,false_negatives,false_positives,loss,precision,recall,sensitivity_at_specificity,specificity_at_sensitivity,true_negatives,true_positives,val_accuracy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_sensitivity_at_specificity,val_specificity_at_sensitivity,val_true_negatives,val_true_positives
0,0.9820972084999084,49.0,49.0,0.43049949407577515,0.9820972084999084,0.9820972084999084,0.9970771074295044,0.988673746585846,2688.0,2688.0,0.965848445892334,32.0,32.0,0.7319782376289368,0.965848445892334,0.965848445892334,0.965848445892334,0.965848445892334,905.0,905.0
1,0.988673746585846,31.0,31.0,0.12252619117498398,0.988673746585846,0.988673746585846,0.9919620156288147,0.9919620156288147,2706.0,2706.0,0.965848445892334,32.0,32.0,0.21707342565059662,0.965848445892334,0.965848445892334,0.965848445892334,0.965848445892334,905.0,905.0
2,0.9912312626838684,24.0,24.0,0.11491727828979492,0.9912312626838684,0.9912312626838684,0.9945195317268372,0.9945195317268372,2713.0,2713.0,0.965848445892334,32.0,32.0,0.19943676888942719,0.965848445892334,0.965848445892334,0.9679829478263855,0.9679829478263855,905.0,905.0
3,0.9912312626838684,24.0,24.0,0.09606477618217468,0.9912312626838684,0.9912312626838684,0.9937888383865356,0.9937888383865356,2713.0,2713.0,0.965848445892334,32.0,32.0,0.2712860703468323,0.965848445892334,0.965848445892334,0.9679829478263855,0.9679829478263855,905.0,905.0
4,0.9901351928710938,27.0,27.0,0.08556438982486725,0.9901351928710938,0.9901351928710938,0.9930580854415894,0.9930580854415894,2710.0,2710.0,0.7801494002342224,206.0,206.0,5.809754848480225,0.7801494002342224,0.7801494002342224,0.7972251772880554,0.7972251772880554,731.0,731.0
5,0.9915966391563416,23.0,23.0,0.09506398439407349,0.9915966391563416,0.9915966391563416,0.9948849081993103,0.9948849081993103,2714.0,2714.0,0.965848445892334,32.0,32.0,0.6100121140480042,0.965848445892334,0.965848445892334,0.9733191132545471,0.9733191132545471,905.0,905.0
6,0.9915966391563416,23.0,23.0,0.08461710810661316,0.9915966391563416,0.9915966391563416,0.994154155254364,0.994154155254364,2714.0,2714.0,0.965848445892334,32.0,32.0,0.33813580870628357,0.965848445892334,0.965848445892334,0.9669156670570374,0.9669156670570374,905.0,905.0
7,0.9908658862113953,25.0,25.0,0.09537473320960999,0.9908658862113953,0.9908658862113953,0.9937888383865356,0.9937888383865356,2712.0,2712.0,0.9669156670570374,31.0,31.0,0.5047125816345215,0.9669156670570374,0.9669156670570374,0.9679829478263855,0.9679829478263855,906.0,906.0
8,0.9905005693435669,26.0,26.0,0.16431604325771332,0.9905005693435669,0.9905005693435669,0.9915966391563416,0.9915966391563416,2711.0,2711.0,0.965848445892334,32.0,32.0,0.4938134253025055,0.965848445892334,0.965848445892334,0.9733191132545471,0.9733191132545471,905.0,905.0
9,0.9919620156288147,22.0,22.0,0.06870847940444946,0.9919620156288147,0.9919620156288147,0.9952502846717834,0.9952502846717834,2715.0,2715.0,0.965848445892334,32.0,32.0,0.42124512791633606,0.965848445892334,0.965848445892334,0.9679829478263855,0.9679829478263855,905.0,905.0
10,0.9915966391563416,23.0,23.0,0.07856731861829758,0.9915966391563416,0.9915966391563416,0.9926927089691162,0.9926927089691162,2714.0,2714.0,0.965848445892334,32.0,32.0,0.2320198267698288,0.965848445892334,0.965848445892334,0.9669156670570374,0.9669156670570374,905.0,905.0
11,0.9908658862113953,25.0,25.0,0.08569946885108948,0.9908658862113953,0.9908658862113953,0.9930580854415894,0.9930580854415894,2712.0,2712.0,0.965848445892334,32.0,32.0,0.3583735227584839,0.965848445892334,0.965848445892334,0.9669156670570374,0.9669156670570374,905.0,905.0
12,0.9912312626838684,24.0,24.0,0.11045733094215393,0.9912312626838684,0.9912312626838684,0.994154155254364,0.994154155254364,2713.0,2713.0,0.965848445892334,32.0,32.0,2.3095500469207764,0.965848445892334,0.965848445892334,0.9903948903083801,0.965848445892334,905.0,905.0
13,0.9915966391563416,23.0,23.0,0.05938459187746048,0.9915966391563416,0.9915966391563416,0.9956156611442566,0.9956156611442566,2714.0,2714.0,0.965848445892334,32.0,32.0,1.01089346408844,0.965848445892334,0.965848445892334,0.9690501689910889,0.9690501689910889,905.0,905.0
14,0.9912312626838684,24.0,24.0,0.06761744618415833,0.9912312626838684,0.9912312626838684,0.994154155254364,0.994154155254364,2713.0,2713.0,0.965848445892334,32.0,32.0,0.5706301331520081,0.965848445892334,0.965848445892334,0.9711846113204956,0.9711846113204956,905.0,905.0
15,0.9915966391563416,23.0,23.0,0.07107166200876236,0.9915966391563416,0.9915966391563416,0.9952502846717834,0.9952502846717834,2714.0,2714.0,0.965848445892334,32.0,32.0,0.32745230197906494,0.965848445892334,0.965848445892334,0.9807897806167603,0.9807897806167603,905.0,905.0
16,0.9919620156288147,22.0,22.0,0.05273498222231865,0.9919620156288147,0.9919620156288147,0.9956156611442566,0.9956156611442566,2715.0,2715.0,0.965848445892334,32.0,32.0,0.3513990044593811,0.965848445892334,0.965848445892334,0.9701173901557922,0.9701173901557922,905.0,905.0
17,0.9915966391563416,23.0,23.0,0.057384271174669266,0.9915966391563416,0.9915966391563416,0.9956156611442566,0.9956156611442566,2714.0,2714.0,0.965848445892334,32.0,32.0,0.28625011444091797,0.965848445892334,0.965848445892334,0.976520836353302,0.976520836353302,905.0,905.0
18,0.9919620156288147,22.0,22.0,0.047378361225128174,0.9919620156288147,0.9919620156288147,0.9956156611442566,0.9956156611442566,2715.0,2715.0,0.9669156670570374,31.0,31.0,0.3010317087173462,0.9669156670570374,0.9669156670570374,0.9690501689910889,0.9690501689910889,906.0,906.0
19,0.9919620156288147,22.0,22.0,0.04597751796245575,0.9919620156288147,0.9919620156288147,0.9956156611442566,0.9956156611442566,2715.0,2715.0,0.9669156670570374,31.0,31.0,0.31105121970176697,0.9669156670570374,0.9669156670570374,0.9743863344192505,0.9743863344192505,906.0,906.0
20,0.9919620156288147,22.0,22.0,0.0502142459154129,0.9919620156288147,0.9919620156288147,0.995980978012085,0.995980978012085,2715.0,2715.0,0.9669156670570374,31.0,31.0,0.2969055473804474,0.9669156670570374,0.9669156670570374,0.9839914441108704,0.9839914441108704,906.0,906.0
