epoch,accuracy,false_negatives,false_positives,loss,precision,recall,sensitivity_at_specificity,specificity_at_sensitivity,true_negatives,true_positives,val_accuracy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_sensitivity_at_specificity,val_specificity_at_sensitivity,val_true_negatives,val_true_positives
35,0.99057537317276,19.0,19.0,0.060048967599868774,0.99057537317276,0.99057537317276,0.9945436716079712,0.9945436716079712,1997.0,1997.0,0.9896142482757568,7.0,7.0,0.08115231990814209,0.9896142482757568,0.9896142482757568,1.0,0.9955489635467529,667.0,667.0
36,0.9945436716079712,11.0,11.0,0.02902853488922119,0.9945436716079712,0.9945436716079712,0.9980158805847168,0.9980158805847168,2005.0,2005.0,0.9896142482757568,7.0,7.0,0.17329874634742737,0.9896142482757568,0.9896142482757568,0.9925816059112549,0.9925816059112549,667.0,667.0
37,0.9935516119003296,13.0,13.0,0.01698601059615612,0.9935516119003296,0.9935516119003296,0.9990079402923584,0.9990079402923584,2003.0,2003.0,1.0,0.0,0.0,0.0014561933930963278,1.0,1.0,1.0,1.0,674.0,674.0
38,0.995039701461792,10.0,10.0,0.01926950365304947,0.995039701461792,0.995039701461792,0.9970238208770752,0.9970238208770752,2006.0,2006.0,0.9836795330047607,11.0,11.0,0.16830633580684662,0.9836795330047607,0.9836795330047607,1.0,0.9881305694580078,663.0,663.0
39,0.9890872836112976,22.0,22.0,0.06489888578653336,0.9890872836112976,0.9890872836112976,0.995039701461792,0.995039701461792,1994.0,1994.0,0.998516321182251,1.0,1.0,0.006608383730053902,0.998516321182251,0.998516321182251,0.998516321182251,0.998516321182251,673.0,673.0
40,0.9900793433189392,20.0,20.0,0.026710400357842445,0.9900793433189392,0.9900793433189392,0.9985119104385376,0.9985119104385376,1996.0,1996.0,1.0,0.0,0.0,0.00023138226242735982,1.0,1.0,1.0,1.0,674.0,674.0
41,0.9965277910232544,7.0,7.0,0.010030655190348625,0.9965277910232544,0.9965277910232544,0.9990079402923584,0.9990079402923584,2009.0,2009.0,1.0,0.0,0.0,2.5531602659611963e-05,1.0,1.0,1.0,1.0,674.0,674.0
42,0.9985119104385376,3.0,3.0,0.004782441537827253,0.9985119104385376,0.9985119104385376,0.9995039701461792,0.9995039701461792,2013.0,2013.0,1.0,0.0,0.0,2.0032960037497105e-06,1.0,1.0,1.0,1.0,674.0,674.0
43,0.992559552192688,15.0,15.0,0.02224818989634514,0.992559552192688,0.992559552192688,0.9980158805847168,0.9980158805847168,2001.0,2001.0,0.9747774600982666,17.0,17.0,0.3376926779747009,0.9747774600982666,0.9747774600982666,0.9807121753692627,0.9807121753692627,657.0,657.0
44,0.9935516119003296,13.0,13.0,0.01795096881687641,0.9935516119003296,0.9935516119003296,0.9990079402923584,0.9990079402923584,2003.0,2003.0,0.9836795330047607,11.0,11.0,0.19232282042503357,0.9836795330047607,0.9836795330047607,0.9881305694580078,0.9881305694580078,663.0,663.0
45,0.9930555820465088,14.0,14.0,0.01974603347480297,0.9930555820465088,0.9930555820465088,0.997519850730896,0.997519850730896,2002.0,2002.0,0.8516320586204529,100.0,100.0,3.7050416469573975,0.8516320586204529,0.8516320586204529,0.8783382773399353,0.8783382773399353,574.0,574.0
46,0.9960317611694336,8.0,8.0,0.01376381702721119,0.9960317611694336,0.9960317611694336,0.9990079402923584,0.9990079402923584,2008.0,2008.0,1.0,0.0,0.0,6.77569696563296e-05,1.0,1.0,1.0,1.0,674.0,674.0
47,0.9945436716079712,11.0,11.0,0.01885431632399559,0.9945436716079712,0.9945436716079712,0.9985119104385376,0.9985119104385376,2005.0,2005.0,0.9955489635467529,3.0,3.0,0.08064482361078262,0.9955489635467529,0.9955489635467529,0.997032642364502,0.997032642364502,671.0,671.0
48,0.997519850730896,5.0,5.0,0.012104477733373642,0.997519850730896,0.997519850730896,0.9990079402923584,0.9990079402923584,2011.0,2011.0,1.0,0.0,0.0,0.000462711468571797,1.0,1.0,1.0,1.0,674.0,674.0
49,0.9890872836112976,22.0,22.0,0.05317336693406105,0.9890872836112976,0.9890872836112976,0.9955357313156128,0.9955357313156128,1994.0,1994.0,0.5059347152709961,333.0,333.0,41.63823318481445,0.5059347152709961,0.5059347152709961,0.6038575768470764,0.5074183940887451,341.0,341.0
