epoch,accuracy,false_negatives,false_positives,loss,precision,recall,sensitivity_at_specificity,specificity_at_sensitivity,true_negatives,true_positives,val_accuracy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_sensitivity_at_specificity,val_specificity_at_sensitivity,val_true_negatives,val_true_positives
30,0.9549450278282166,41.0,41.0,0.12930642068386078,0.9549450278282166,0.9549450278282166,0.9912087917327881,0.9912087917327881,869.0,869.0,0.5685714483261108,151.0,151.0,6.509134292602539,0.5685714483261108,0.5685714483261108,0.6342856884002686,0.6342856884002686,199.0,199.0
31,0.9516483545303345,44.0,44.0,0.1260538250207901,0.9516483545303345,0.9516483545303345,0.9912087917327881,0.9912087917327881,866.0,866.0,0.9657142758369446,12.0,12.0,0.15044283866882324,0.9657142758369446,0.9657142758369446,1.0,1.0,338.0,338.0
32,0.9593406319618225,37.0,37.0,0.11828193068504333,0.9593406319618225,0.9593406319618225,0.995604395866394,0.995604395866394,873.0,873.0,0.868571400642395,46.0,46.0,0.5017498731613159,0.868571400642395,0.868571400642395,0.9457142949104309,0.9457142949104309,304.0,304.0
33,0.9461538195610046,49.0,49.0,0.1359509527683258,0.9461538195610046,0.9461538195610046,0.9934065937995911,0.9934065937995911,861.0,861.0,0.5514285564422607,157.0,157.0,29.989994049072266,0.5514285564422607,0.5514285564422607,0.5799999833106995,0.5799999833106995,193.0,193.0
34,0.9406593441963196,54.0,54.0,0.15718913078308105,0.9406593441963196,0.9406593441963196,0.9890109896659851,0.9890109896659851,856.0,856.0,0.5,175.0,175.0,171.09201049804688,0.5,0.5,0.5,0.5,175.0,175.0
35,0.9472527503967285,48.0,48.0,0.1369514912366867,0.9472527503967285,0.9472527503967285,0.9934065937995911,0.9934065937995911,862.0,862.0,0.7542856931686401,86.0,86.0,6.985023498535156,0.7542856931686401,0.7542856931686401,0.7714285850524902,0.7714285850524902,264.0,264.0
36,0.9538461565971375,42.0,42.0,0.09421173483133316,0.9538461565971375,0.9538461565971375,0.9989010691642761,0.9989010691642761,868.0,868.0,0.5285714268684387,165.0,165.0,14.079647064208984,0.5285714268684387,0.5285714268684387,0.5857142806053162,0.5857142806053162,185.0,185.0
37,0.9527472257614136,43.0,43.0,0.13455185294151306,0.9527472257614136,0.9527472257614136,0.9901098608970642,0.9901098608970642,867.0,867.0,0.9085714221000671,32.0,32.0,0.3470982611179352,0.9085714221000671,0.9085714221000671,0.954285740852356,0.954285740852356,318.0,318.0
38,0.9450549483299255,50.0,50.0,0.12446098029613495,0.9450549483299255,0.9450549483299255,0.9912087917327881,0.9912087917327881,860.0,860.0,0.9057142734527588,33.0,33.0,0.22066639363765717,0.9057142734527588,0.9057142734527588,0.9885714054107666,0.9885714054107666,317.0,317.0
39,0.9472527503967285,48.0,48.0,0.13827766478061676,0.9472527503967285,0.9472527503967285,0.9901098608970642,0.9901098608970642,862.0,862.0,0.8285714387893677,60.0,60.0,0.4631519913673401,0.8285714387893677,0.8285714387893677,0.9514285922050476,0.9514285922050476,290.0,290.0
40,0.9461538195610046,49.0,49.0,0.14897757768630981,0.9461538195610046,0.9461538195610046,0.9923076629638672,0.9923076629638672,861.0,861.0,0.9200000166893005,28.0,28.0,0.1847703754901886,0.9200000166893005,0.9200000166893005,0.9885714054107666,0.9885714054107666,322.0,322.0
41,0.9527472257614136,43.0,43.0,0.12399040162563324,0.9527472257614136,0.9527472257614136,0.995604395866394,0.995604395866394,867.0,867.0,0.5,175.0,175.0,30.316871643066406,0.5,0.5,0.5,0.5,175.0,175.0
42,0.9483516216278076,47.0,47.0,0.1484132558107376,0.9483516216278076,0.9483516216278076,0.9934065937995911,0.9934065937995911,863.0,863.0,0.5,175.0,175.0,144.61082458496094,0.5,0.5,0.5,0.5,175.0,175.0
43,0.9351648092269897,59.0,59.0,0.1464574784040451,0.9351648092269897,0.9351648092269897,0.9934065937995911,0.9934065937995911,851.0,851.0,0.4828571379184723,181.0,181.0,2.343860626220703,0.4828571379184723,0.4828571379184723,0.477142870426178,0.477142870426178,169.0,169.0
44,0.9505494236946106,45.0,45.0,0.1292056143283844,0.9505494236946106,0.9505494236946106,0.9945054650306702,0.9945054650306702,865.0,865.0,0.5,175.0,175.0,114.56026458740234,0.5,0.5,0.5,0.5,175.0,175.0
45,0.9582417607307434,38.0,38.0,0.10365141928195953,0.9582417607307434,0.9582417607307434,0.9967032670974731,0.9967032670974731,872.0,872.0,0.5942857265472412,142.0,142.0,5.834615707397461,0.5942857265472412,0.5942857265472412,0.6600000262260437,0.6600000262260437,208.0,208.0
46,0.9604395627975464,36.0,36.0,0.113714300096035,0.9604395627975464,0.9604395627975464,0.9923076629638672,0.9923076629638672,874.0,874.0,0.6971428394317627,106.0,106.0,3.6276071071624756,0.6971428394317627,0.6971428394317627,0.7771428823471069,0.7771428823471069,244.0,244.0
47,0.9549450278282166,41.0,41.0,0.11200312525033951,0.9549450278282166,0.9549450278282166,0.9934065937995911,0.9934065937995911,869.0,869.0,0.5,175.0,175.0,58.656681060791016,0.5,0.5,0.5,0.5,175.0,175.0
48,0.9494505524635315,46.0,46.0,0.1074540764093399,0.9494505524635315,0.9494505524635315,0.9934065937995911,0.9934065937995911,864.0,864.0,0.845714271068573,54.0,54.0,0.38854384422302246,0.845714271068573,0.845714271068573,0.9599999785423279,0.9599999785423279,296.0,296.0
49,0.9582417607307434,38.0,38.0,0.11057426780462265,0.9582417607307434,0.9582417607307434,0.9934065937995911,0.9934065937995911,872.0,872.0,0.9342857003211975,23.0,23.0,0.22322575747966766,0.9342857003211975,0.9342857003211975,0.977142870426178,0.977142870426178,327.0,327.0
