epoch,accuracy,false_negatives,false_positives,loss,precision,recall,sensitivity_at_specificity,specificity_at_sensitivity,true_negatives,true_positives,val_accuracy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_sensitivity_at_specificity,val_specificity_at_sensitivity,val_true_negatives,val_true_positives
0,0.6990811824798584,1408.0,146.0,0.8504632115364075,0.8918518424034119,0.46094945073127747,0.9777947664260864,0.9814318418502808,10302.0,1204.0,0.4674285650253296,538.0,308.0,1.289286732673645,0.5224806070327759,0.38514286279678345,0.9120000004768372,0.8585714101791382,3192.0,337.0
1,0.8832312226295471,364.0,224.0,0.32543444633483887,0.909385085105896,0.860643208026886,0.9992343187332153,0.9989471435546875,10224.0,2248.0,0.8320000171661377,192.0,98.0,0.4832141399383545,0.8745198249816895,0.7805714011192322,0.99314284324646,0.9945714473724365,3402.0,683.0
2,0.9127105474472046,257.0,192.0,0.23357874155044556,0.9246171712875366,0.9016079902648926,0.9984685778617859,0.9997128844261169,10256.0,2355.0,0.8045714497566223,229.0,110.0,0.49153175950050354,0.8544973731040955,0.7382857203483582,1.0,0.9942857027053833,3390.0,646.0
3,0.9368300437927246,185.0,139.0,0.18113946914672852,0.9458301067352295,0.9291730523109436,0.998851478099823,0.9997128844261169,10309.0,2427.0,0.8982856869697571,105.0,70.0,0.3048032224178314,0.9166666865348816,0.8799999952316284,0.9954285621643066,0.9988571405410767,3430.0,770.0
4,0.9421898722648621,164.0,128.0,0.16758374869823456,0.9503105878829956,0.9372128844261169,0.9992343187332153,0.9996171593666077,10320.0,2448.0,0.8240000009536743,174.0,140.0,0.5003059506416321,0.8335314989089966,0.8011428713798523,0.9942857027053833,0.9945714473724365,3360.0,701.0
5,0.9506125450134277,152.0,112.0,0.14967995882034302,0.9564540982246399,0.9418070316314697,0.9977028965950012,0.9998085498809814,10336.0,2460.0,0.34285715222358704,579.0,568.0,2.902052402496338,0.34259259700775146,0.3382857143878937,0.7725714445114136,0.8108571171760559,2932.0,296.0
6,0.9563552737236023,121.0,99.0,0.1169813796877861,0.961776077747345,0.9536753296852112,0.9992343187332153,0.9999042749404907,10349.0,2491.0,0.9085714221000671,91.0,69.0,0.2647072374820709,0.919109046459198,0.8960000276565552,1.0,1.0,3431.0,784.0
7,0.965926468372345,98.0,82.0,0.10642137378454208,0.9684129357337952,0.9624808430671692,0.998851478099823,0.9998085498809814,10366.0,2514.0,0.8697142601013184,124.0,101.0,0.41608381271362305,0.8814554214477539,0.8582857251167297,0.9874285459518433,0.998285710811615,3399.0,751.0
8,0.9594180583953857,114.0,98.0,0.11572524160146713,0.9622496366500854,0.9563552737236023,0.9980857372283936,0.9997128844261169,10350.0,2498.0,0.849142849445343,146.0,102.0,0.38203853368759155,0.8772563338279724,0.833142876625061,0.99657142162323,0.9994285702705383,3398.0,729.0
0,0.724731981754303,1379.0,127.0,0.8077071309089661,0.9066176414489746,0.47205206751823425,0.9873660206794739,0.9852603077888489,10321.0,1233.0,0.5622857213020325,443.0,259.0,1.0640770196914673,0.6251809000968933,0.49371427297592163,0.9588571190834045,0.9214285612106323,3241.0,432.0
1,0.8874425888061523,332.0,220.0,0.3123140335083008,0.9120000004768372,0.8728943467140198,0.9984685778617859,0.9989471435546875,10228.0,2280.0,0.7519999742507935,281.0,148.0,0.657799482345581,0.8005390763282776,0.678857147693634,0.9862856864929199,0.9862856864929199,3352.0,594.0
2,0.9280245304107666,222.0,159.0,0.2260493040084839,0.937622606754303,0.9150076508522034,0.9984685778617859,0.9995214343070984,10289.0,2390.0,0.7291428446769714,264.0,177.0,0.6869698762893677,0.7753807306289673,0.698285698890686,0.9942857027053833,0.9934285879135132,3323.0,611.0
3,0.9287902116775513,203.0,154.0,0.19075500965118408,0.9399141669273376,0.922281801700592,0.998851478099823,1.0,10294.0,2409.0,0.5485714077949524,411.0,376.0,1.3214141130447388,0.5523809790611267,0.5302857160568237,0.9645714163780212,0.899142861366272,3124.0,464.0
4,0.9467840790748596,153.0,123.0,0.1646171510219574,0.9523625373840332,0.9414241909980774,0.9996171593666077,0.9999042749404907,10325.0,2459.0,0.8582857251167297,133.0,100.0,0.3968505859375,0.8812351822853088,0.8479999899864197,0.9885714054107666,0.9971428513526917,3400.0,742.0
5,0.9456355571746826,152.0,125.0,0.14963863790035248,0.9516441226005554,0.9418070316314697,0.9996171593666077,1.0,10323.0,2460.0,0.6731428503990173,305.0,259.0,1.0953028202056885,0.6875753998756409,0.6514285802841187,0.9565714001655579,0.9748571515083313,3241.0,570.0
6,0.9594180583953857,117.0,98.0,0.1270236223936081,0.9622059464454651,0.9552067518234253,0.9973200559616089,0.9999042749404907,10350.0,2495.0,0.8994285464286804,95.0,83.0,0.34230178594589233,0.9038238525390625,0.8914285898208618,0.9885714054107666,0.998285710811615,3417.0,780.0
