epoch,accuracy,false_negatives,false_positives,loss,precision,recall,sensitivity_at_specificity,specificity_at_sensitivity,true_negatives,true_positives,val_accuracy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_sensitivity_at_specificity,val_specificity_at_sensitivity,val_true_negatives,val_true_positives
0,0.5398162603378296,1505.0,655.0,1.3577643632888794,0.6282633543014526,0.4238131642341614,0.9123277068138123,0.9054364562034607,9793.0,1107.0,0.20000000298023224,700.0,700.0,3.2584564685821533,0.20000000298023224,0.20000000298023224,0.47771430015563965,0.44685715436935425,2800.0,175.0
1,0.6408882141113281,1248.0,433.0,0.9135392904281616,0.7590428590774536,0.5222052335739136,0.9743491411209106,0.961523711681366,10015.0,1364.0,0.20000000298023224,700.0,699.0,6.819126129150391,0.20022884011268616,0.20000000298023224,0.335999995470047,0.0,2801.0,175.0
2,0.6531393527984619,1248.0,414.0,0.8548681139945984,0.7671540975570679,0.5222052335739136,0.9862174391746521,0.9666922092437744,10034.0,1364.0,0.4708571434020996,545.0,319.0,1.3980135917663574,0.508474588394165,0.37714284658432007,0.8822857141494751,0.8588571548461914,3181.0,330.0
3,0.6715160608291626,1153.0,358.0,0.7501124143600464,0.8029719591140747,0.5585758090019226,0.9915773272514343,0.9793261885643005,10090.0,1459.0,0.3919999897480011,578.0,369.0,1.6694632768630981,0.44594594836235046,0.339428573846817,0.8502857089042664,0.7802857160568237,3131.0,297.0
4,0.6979326009750366,1099.0,316.0,0.7449078559875488,0.8272280097007751,0.5792496204376221,0.9904288053512573,0.9845903515815735,10132.0,1513.0,0.6731428503990173,474.0,91.0,0.860116183757782,0.815040647983551,0.45828571915626526,0.9817143082618713,0.9625714421272278,3409.0,401.0
5,0.7098008990287781,1058.0,371.0,0.7314134240150452,0.807272732257843,0.5949463844299316,0.9904288053512573,0.9839203953742981,10077.0,1554.0,0.40799999237060547,644.0,311.0,2.020873546600342,0.4261992573738098,0.2639999985694885,0.7474285960197449,0.8148571252822876,3189.0,231.0
6,0.7166922092437744,1018.0,343.0,0.7122815251350403,0.8229220509529114,0.6102603077888489,0.9934915900230408,0.985930323600769,10105.0,1594.0,0.6011428833007812,383.0,271.0,1.1807241439819336,0.6448230743408203,0.5622857213020325,0.9451428651809692,0.944857120513916,3229.0,492.0
7,0.7289433479309082,1009.0,323.0,0.6792588233947754,0.8322949409484863,0.6137059926986694,0.9957886934280396,0.9884188175201416,10125.0,1603.0,0.6205714344978333,391.0,210.0,1.2608500719070435,0.6974063515663147,0.5531428456306458,0.9268571138381958,0.9528571367263794,3290.0,484.0
8,0.748851478099823,903.0,333.0,0.6438372731208801,0.8369246125221252,0.6542878746986389,0.9946401119232178,0.991481602191925,10115.0,1709.0,0.3725714385509491,597.0,434.0,2.0538809299468994,0.3904494345188141,0.31771427392959595,0.8080000281333923,0.7602857351303101,3066.0,278.0
9,0.733537495136261,937.0,391.0,0.6473261117935181,0.8107454180717468,0.6412710547447205,0.9946401119232178,0.9905245304107666,10057.0,1675.0,0.7691428661346436,264.0,122.0,0.5780876874923706,0.8335607051849365,0.698285698890686,0.9988571405410767,0.9940000176429749,3378.0,611.0
10,0.7622511386871338,878.0,311.0,0.6087364554405212,0.8479217886924744,0.6638591289520264,0.9957886934280396,0.9931087493896484,10137.0,1734.0,0.7737143039703369,255.0,118.0,0.5718801617622375,0.8401083946228027,0.7085714340209961,0.99657142162323,0.9951428771018982,3382.0,620.0
11,0.7683767080307007,857.0,307.0,0.5950411558151245,0.8511154055595398,0.6718989014625549,0.9957886934280396,0.9928215742111206,10141.0,1755.0,0.6045714020729065,383.0,303.0,1.1335870027542114,0.6188679337501526,0.5622857213020325,0.9817143082618713,0.9325714111328125,3197.0,492.0
12,0.7553598880767822,855.0,324.0,0.6171349287033081,0.8443056344985962,0.6726646423339844,0.9931087493896484,0.9928215742111206,10124.0,1757.0,0.7028571367263794,337.0,170.0,1.2256425619125366,0.7598869800567627,0.6148571372032166,0.9417142868041992,0.9662857055664062,3330.0,538.0
13,0.7844563722610474,793.0,307.0,0.5504586696624756,0.8555973768234253,0.6964012384414673,0.9957886934280396,0.9951186776161194,10141.0,1819.0,0.7645714282989502,282.0,128.0,0.67506343126297,0.8224688172340393,0.6777142882347107,0.9942857027053833,0.9837142825126648,3372.0,593.0
